Employee Number,Employee Name,Date of Birth,Sex,Citizenship,Race,State,Zip,Marital Status,Department,Manager Name,Position,Performance Rank,Performance Score,Pay Rate,Employee Source,Employment Status,Date of Hire,Date of Termination,Reason for Termination
1001167253,"Guilianno, Mike",2/9/69,Male,US Citizen,Hispanic,TN,37129,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Newspager/Magazine,Voluntarily Terminated,3/7/15,10/31/18,Relocation out of Area
1001084890,Jeremy Prater,5/9/74,Male,US Citizen,White,NV,89139,Married,Sales,Lynn Daneault,Area Sales Manager,1,Performance Improvement Plan,56,Website Banner Ads,Active,5/12/18,,N/A
1104025008,"Khemmich, Bartholemew",11/27/79,Male,US Citizen,White,CO,80820,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Pay Per Click - Google,Active,8/19/17,,N/A
1412071660,"Leruth, Giovanni",12/27/88,Male,US Citizen,African American,UT,84111,Separated,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Website Banner Ads,Active,4/30/16,,N/A
1209048771,"Martins, Joseph",6/11/70,Male,Eligible NonCitizen,African American,TX,78207,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,56,Employee Referral,Active,5/14/16,,N/A
1209049326,"McKinzie, Jac",7/1/84,Male,US Citizen,Hispanic,TX,78789,Married,Sales,Lynn Daneault,Area Sales Manager,0,N/A,55,Website Banner Ads,Active,7/6/20,,N/A
1306057978,"Mullaney, Howard",11/2/75,Male,US Citizen,Hispanic,AL,36006,Single,Sales,John Smith,Area Sales Manager,2,Needs Improvement,55,Internet Search,Active,9/29/18,,N/A
1111030684,"Nguyen, Dheepa",3/31/89,Female,US Citizen,Hispanic,GA,30428,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Pay Per Click - Google,Active,7/8/17,,N/A
1501072180,"Onque, Jasmine",5/11/90,Female,US Citizen,White,FL,33174,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,57,Pay Per Click - Google,Active,9/30/17,,N/A
812011761,"Ozark, Travis",5/19/82,Male,US Citizen,White,NC,27229,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Website Banner Ads,Active,1/5/19,,N/A
1102024106,"Potts, Xana",8/29/88,Female,US Citizen,African American,KY,40220,Married,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Website Banner Ads,Active,1/9/16,,N/A
1502072711,"Riordan, Michael",1/15/68,Male,US Citizen,White,ND,58782,Separated,Sales,Lynn Daneault,Area Sales Manager,4,Exceeds,55,Billboard,Active,1/9/10,,N/A
1411071295,"Strong, Caitrin",5/12/89,Female,US Citizen,African American,MT,59102,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,54,Professional Society,Active,9/27/14,,N/A
1401064637,"Terry, Sharlene",5/7/65,Female,US Citizen,African American,OR,97756,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Monster.com,Active,9/29/18,,N/A
1312063714,"Valentin,Jackie",5/23/91,Female,US Citizen,Hispanic,AZ,85006,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Other,Active,7/5/15,,N/A
1111030503,"Villanueva, Noah",7/11/89,Male,US Citizen,Asian,ME,4063,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,56,Website Banner Ads,Active,3/5/16,,N/A
1009021646,"Houlihan, Debra",3/17/66,Female,US Citizen,White,RI,2908,Married,Sales,Janet King,Director of Sales,3,Fully Meets,60,MBTA ads,Active,5/5/18,,N/A
1402065303,"Daneault, Lynn",4/19/90,Female,US Citizen,White,VT,5473,Single,Sales,Debra Houlihan,Sales Manager,3,Fully Meets,54,Pay Per Click - Google,Active,5/5/18,,N/A
1109029264,"Kampew, Donysha",11/11/89,Female,US Citizen,White,PA,19444,Single,Sales,Debra Houlihan,Sales Manager,3,Fully Meets,60.25,Social Networks - Facebook Twitter etc,Voluntarily Terminated,11/7/15,4/24/18,No Return after Maternity Leave
1499902910,"Smith, John",8/16/84,Male,US Citizen,African American,MA,1886,Divorced,Sales,Debra Houlihan,Sales Manager,2,Needs Improvement,56,Diversity Job Fair,Active,5/18/18,,N/A
1107027358,"Andreola, Colby",5/24/79,Female,US Citizen,White,MA,2110,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,47.6,Vendor Referral,Active,11/10/18,,N/A
1101023577,"Carabbio, Judith",4/5/87,Female,US Citizen,White,MA,2132,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,56,Pay Per Click - Google,Active,11/11/17,,N/A
1203032498,"Del Bosque, Keyla",7/5/79,Female,US Citizen,African American,MA,2176,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,57.12,Monster.com,Active,1/9/16,,N/A
1401064670,"Exantus, Susan",5/15/87,Female,US Citizen,African American,MA,1749,Married,Software Engineering,Alex Sweetwater,Software Engineer,2,Needs Improvement,48.5,Billboard,Terminated for Cause,5/2/15,6/5/17,Attitude
1303054625,"Martin, Sandra",11/7/87,Female,US Citizen,Asian,MA,2135,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,55.51,Search Engine - Google Bing Yahoo,Active,11/11/17,,N/A
1112030979,"Patronick, Luke",2/20/79,Male,US Citizen,Asian,MA,1844,Single,Software Engineering,Alex Sweetwater,Software Engineer,4,Exceeds,52.25,Diversity Job Fair,Voluntarily Terminated,11/7/15,9/7/19,Another Position / Career Change
1012023185,"Saada, Adell",7/24/86,Female,US Citizen,White,MA,2132,Married,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,49.25,Pay Per Click - Google,Active,11/5/16,,N/A
1201031324,"Szabo, Andrew",5/6/83,Male,US Citizen,White,MA,2140,Single,Software Engineering,Alex Sweetwater,Software Engineer,5,Exceptional,48,MBTA ads,Active,7/7/18,,N/A
1102024057,"True, Edward",6/14/83,Male,Non-Citizen,African American,MA,2451,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,45.42,Diversity Job Fair,Voluntarily Terminated,2/18/17,4/15/18,Medical Issues
1001644719,"Sweetwater, Alex",11/22/66,Male,US Citizen,White,MA,2184,Single,Software Engineering,Jennifer Zamora,Software Engineering Manager,3,Fully Meets,27,Search Engine - Google Bing Yahoo,Active,8/15/15,,N/A
1009919920,"Champaigne, Brian",2/9/72,Male,US Citizen,White,MA,2045,Married,IT/IS,Jennifer Zamora,BI Director,3,Fully Meets,63.5,Professional Society,Active,9/6/20,,N/A
1009919930,"Le, Binh",6/14/87,Female,US Citizen,Asian,MA,1886,Single,IT/IS,Brian Champaigne,Senior BI Developer,3,Fully Meets,50.25,Indeed,Active,10/2/20,,N/A
1009919940,"Rachael, Maggie",5/12/80,Female,US Citizen,African American,MA,2110,Married,IT/IS,Brian Champaigne,BI Developer,3,Fully Meets,45,Indeed,Active,10/2/20,,N/A
1009919950,"Roper, Katie",11/21/72,Female,US Citizen,African American,MA,2056,Single,IT/IS,Brian Champaigne,Data Architect,3,Fully Meets,55,Indeed,Active,1/7/21,,N/A
1009919960,"Navathe, Kurt",4/25/70,Male,US Citizen,Asian,MA,2056,Single,IT/IS,Brian Champaigne,Senior BI Developer,3,Fully Meets,52.25,Indeed,Active,2/10/21,,N/A
1009919970,"Wang, Charlie",7/8/81,Male,US Citizen,Asian,MA,1887,Single,IT/IS,Brian Champaigne,Senior BI Developer,3,Fully Meets,51,Indeed,Active,2/15/21,,N/A
1009919980,"Smith, Jason",9/4/83,Male,US Citizen,White,MA,2045,Single,IT/IS,Brian Champaigne,BI Developer,3,Fully Meets,46,Indeed,Active,2/15/21,,N/A
1009919990,"Westinghouse, Matthew",10/24/87,Male,US Citizen,White,MA,2134,Married,IT/IS,Brian Champaigne,BI Developer,3,Fully Meets,45,Indeed,Active,4/20/21,,N/A
1009920000,"Hubert, Robert",6/30/89,Male,US Citizen,African American,MA,2134,Married,IT/IS,Brian Champaigne,BI Developer,3,Fully Meets,45,Indeed,Active,4/20/21,,N/A
